"Time","Temperature","Abundance"
1986.0577,2.8,1366
1986.0769,4,554
1986.0962,3,1768
1986.1154,2,0
1986.1346,1.5,40
1986.1538,3,80
1986.1731,2.5,146
1986.1923,1.5,282
1986.2115,4.5,102
1986.2308,4,0
1986.25,7.5,0
1986.2692,7.5,0
1986.2885,7.5,0
1986.3077,9.5,0
1986.3269,9.5,0
1986.3462,10,0
1986.3654,10.5,0
1986.3846,14,0
1986.4038,16,1384
1986.4231,18,280
1986.4423,17.5,140
1986.4615,19,0
1986.4808,19.0693,745.5704
1986.5,19.5,2644
1986.5192,20,190
1986.5385,19,6402
1986.5577,20,15000
1986.5769,22,30218
1986.5962,22.75,52200
1986.6154,22.5,50464
1986.6346,21.1316,26206.8913
1986.6538,20,14523
1986.6731,19.0854,19635.6641
1986.6923,18.5,28520
1986.7115,18.2,30780
1986.7308,17,18932
1986.75,17.5,26340
